SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
64,DC:A6:32:33:AD:4D,2020-07-26 12:43:37.044189,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-80
65,DC:A6:32:33:AD:4D,2020-07-26 12:43:38.168680,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
66,DC:A6:32:33:AD:4D,2020-07-26 12:43:39.081734,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-80
67,DC:A6:32:33:AD:4D,2020-07-26 12:43:40.091727,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
68,DC:A6:32:33:AD:4D,2020-07-26 12:43:41.186048,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
69,DC:A6:32:33:AD:4D,2020-07-26 12:43:42.086251,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
70,DC:A6:32:33:AD:4D,2020-07-26 12:43:43.100489,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
71,DC:A6:32:33:AD:4D,2020-07-26 12:43:44.202942,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
72,DC:A6:32:33:AD:4D,2020-07-26 12:43:45.031737,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-91
73,DC:A6:32:33:AD:4D,2020-07-26 12:43:46.131673,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
74,DC:A6:32:33:AD:4D,2020-07-26 12:43:47.506114,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
75,DC:A6:32:33:AD:4D,2020-07-26 12:43:48.073522,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
76,DC:A6:32:33:AD:4D,2020-07-26 12:43:49.400473,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
77,DC:A6:32:33:AD:4D,2020-07-26 12:43:50.460440,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
78,DC:A6:32:33:AD:4D,2020-07-26 12:43:51.100417,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
79,DC:A6:32:33:AD:4D,2020-07-26 12:43:52.542349,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
80,DC:A6:32:33:AD:4D,2020-07-26 12:43:53.155490,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
81,DC:A6:32:33:AD:4D,2020-07-26 12:43:54.311791,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
82,DC:A6:32:33:AD:4D,2020-07-26 12:43:55.011744,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
83,DC:A6:32:33:AD:4D,2020-07-26 12:43:56.627941,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
84,DC:A6:32:33:AD:4D,2020-07-26 12:43:57.462930,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
85,DC:A6:32:33:AD:4D,2020-07-26 12:43:58.268736,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
86,DC:A6:32:33:AD:4D,2020-07-26 12:43:59.030481,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
87,DC:A6:32:33:AD:4D,2020-07-26 12:44:01.035452,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
88,DC:A6:32:33:AD:4D,2020-07-26 12:44:02.041723,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
89,DC:A6:32:33:AD:4D,2020-07-26 12:44:03.010433,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-83
90,DC:A6:32:33:AD:4D,2020-07-26 12:44:04.373916,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
91,DC:A6:32:33:AD:4D,2020-07-26 12:44:05.300482,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
92,DC:A6:32:33:AD:4D,2020-07-26 12:44:06.005422,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
93,DC:A6:32:33:AD:4D,2020-07-26 12:44:07.110427,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
94,DC:A6:32:33:AD:4D,2020-07-26 12:44:08.412987,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-80
95,DC:A6:32:33:AD:4D,2020-07-26 12:44:09.517010,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
96,DC:A6:32:33:AD:4D,2020-07-26 12:44:10.044220,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-91
97,DC:A6:32:33:AD:4D,2020-07-26 12:44:11.146052,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
98,DC:A6:32:33:AD:4D,2020-07-26 12:44:12.013572,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
99,DC:A6:32:33:AD:4D,2020-07-26 12:44:13.164437,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
100,DC:A6:32:33:AD:4D,2020-07-26 12:44:14.483057,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-80
101,DC:A6:32:33:AD:4D,2020-07-26 12:44:15.191889,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
102,DC:A6:32:33:AD:4D,2020-07-26 12:44:17.185522,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-80
103,DC:A6:32:33:AD:4D,2020-07-26 12:44:18.356075,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
104,DC:A6:32:33:AD:4D,2020-07-26 12:44:19.124191,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
105,DC:A6:32:33:AD:4D,2020-07-26 12:44:21.132391,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
106,DC:A6:32:33:AD:4D,2020-07-26 12:44:22.311968,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
107,DC:A6:32:33:AD:4D,2020-07-26 12:44:23.111831,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-91
108,DC:A6:32:33:AD:4D,2020-07-26 12:44:25.116793,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
109,DC:A6:32:33:AD:4D,2020-07-26 12:44:27.127234,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-91
